Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,At_Risk,source
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,65.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,60.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,63.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,65.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,50.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,65.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,63.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,60.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,65.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,63.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,50.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,50.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,96.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,99.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,92.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,85.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,63.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,84.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,70.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,62.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,61.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,89.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,77.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,58.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,75.0,49.55,78.62,0,DS3
75.18,73.92,60.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,88.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,79.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,60.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,59.0,49.55,78.62,0,DS3
75.18,73.92,93.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,67.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,65.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,50.0,49.55,78.62,0,DS3
75.18,73.92,87.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,76.0,49.55,78.62,0,DS3
75.18,73.92,51.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,63.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,55.0,49.55,78.62,0,DS3
75.18,73.92,81.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,97.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,56.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,57.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,71.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,94.0,49.55,78.62,0,DS3
75.18,73.92,100.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,90.0,49.55,78.62,0,DS3
75.18,73.92,53.0,49.55,78.62,0,DS3
75.18,73.92,66.0,49.55,78.62,0,DS3
75.18,73.92,82.0,49.55,78.62,0,DS3
75.18,73.92,72.0,49.55,78.62,0,DS3
75.18,73.92,78.0,49.55,78.62,0,DS3
75.18,73.92,98.0,49.55,78.62,0,DS3
75.18,73.92,91.0,49.55,78.62,0,DS3
75.18,73.92,68.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,52.0,49.55,78.62,0,DS3
75.18,73.92,73.0,49.55,78.62,0,DS3
75.18,73.92,80.0,49.55,78.62,0,DS3
75.18,73.92,86.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,64.0,49.55,78.62,0,DS3
75.18,73.92,95.0,49.55,78.62,0,DS3
75.18,73.92,83.0,49.55,78.62,0,DS3
75.18,73.92,54.0,49.55,78.62,0,DS3
75.18,73.92,69.0,49.55,78.62,0,DS3
75.18,73.92,74.0,49.55,78.62,0,DS3
